file,width,height,format,mode,source,aspect_ratio
033-4.png,1000,1000,PNG,RGB,mvtec,1.0
027-4.png,1000,1000,PNG,RGB,mvtec,1.0
184-3.png,1000,1000,PNG,RGB,mvtec,1.0
190-3.png,1000,1000,PNG,RGB,mvtec,1.0
147-3.png,1000,1000,PNG,RGB,mvtec,1.0
153-3.png,1000,1000,PNG,RGB,mvtec,1.0
002-15.png,1000,1000,PNG,RGB,mvtec,1.0
016-7.png,1000,1000,PNG,RGB,mvtec,1.0
017-7.png,1000,1000,PNG,RGB,mvtec,1.0
003-15.png,1000,1000,PNG,RGB,mvtec,1.0
015-7.png,1000,1000,PNG,RGB,mvtec,1.0
001-15.png,1000,1000,PNG,RGB,mvtec,1.0
000-15.png,1000,1000,PNG,RGB,mvtec,1.0
014-7.png,1000,1000,PNG,RGB,mvtec,1.0
010-8.png,1000,1000,PNG,RGB,mvtec,1.0
004-15.png,1000,1000,PNG,RGB,mvtec,1.0
005-15.png,1000,1000,PNG,RGB,mvtec,1.0
011-7.png,1000,1000,PNG,RGB,mvtec,1.0
007-15.png,1000,1000,PNG,RGB,mvtec,1.0
013-7.png,1000,1000,PNG,RGB,mvtec,1.0
012-7.png,1000,1000,PNG,RGB,mvtec,1.0
006-15.png,1000,1000,PNG,RGB,mvtec,1.0
022-5.png,1000,1000,PNG,RGB,mvtec,1.0
008-14.png,1000,1000,PNG,RGB,mvtec,1.0
020-6.png,1000,1000,PNG,RGB,mvtec,1.0
021-5.png,1000,1000,PNG,RGB,mvtec,1.0
009-14.png,1000,1000,PNG,RGB,mvtec,1.0
019-6.png,1000,1000,PNG,RGB,mvtec,1.0
018-7.png,1000,1000,PNG,RGB,mvtec,1.0
002-16.png,1000,1000,PNG,RGB,mvtec,1.0
016-8.png,1000,1000,PNG,RGB,mvtec,1.0
017-8.png,1000,1000,PNG,RGB,mvtec,1.0
003-16.png,1000,1000,PNG,RGB,mvtec,1.0
015-8.png,1000,1000,PNG,RGB,mvtec,1.0
001-16.png,1000,1000,PNG,RGB,mvtec,1.0
000-16.png,1000,1000,PNG,RGB,mvtec,1.0
014-8.png,1000,1000,PNG,RGB,mvtec,1.0
010-9.png,1000,1000,PNG,RGB,mvtec,1.0
004-16.png,1000,1000,PNG,RGB,mvtec,1.0
005-16.png,1000,1000,PNG,RGB,mvtec,1.0
011-8.png,1000,1000,PNG,RGB,mvtec,1.0
007-16.png,1000,1000,PNG,RGB,mvtec,1.0
013-8.png,1000,1000,PNG,RGB,mvtec,1.0
012-8.png,1000,1000,PNG,RGB,mvtec,1.0
006-16.png,1000,1000,PNG,RGB,mvtec,1.0
022-6.png,1000,1000,PNG,RGB,mvtec,1.0
008-15.png,1000,1000,PNG,RGB,mvtec,1.0
020-7.png,1000,1000,PNG,RGB,mvtec,1.0
021-6.png,1000,1000,PNG,RGB,mvtec,1.0
009-15.png,1000,1000,PNG,RGB,mvtec,1.0
019-7.png,1000,1000,PNG,RGB,mvtec,1.0
018-8.png,1000,1000,PNG,RGB,mvtec,1.0
002-18.png,1000,1000,PNG,RGB,mvtec,1.0
016-10.png,1000,1000,PNG,RGB,mvtec,1.0
017-10.png,1000,1000,PNG,RGB,mvtec,1.0
003-18.png,1000,1000,PNG,RGB,mvtec,1.0
015-10.png,1000,1000,PNG,RGB,mvtec,1.0
001-18.png,1000,1000,PNG,RGB,mvtec,1.0
000-18.png,1000,1000,PNG,RGB,mvtec,1.0
014-10.png,1000,1000,PNG,RGB,mvtec,1.0
010-11.png,1000,1000,PNG,RGB,mvtec,1.0
004-18.png,1000,1000,PNG,RGB,mvtec,1.0
005-18.png,1000,1000,PNG,RGB,mvtec,1.0
011-10.png,1000,1000,PNG,RGB,mvtec,1.0
007-18.png,1000,1000,PNG,RGB,mvtec,1.0
013-10.png,1000,1000,PNG,RGB,mvtec,1.0
012-10.png,1000,1000,PNG,RGB,mvtec,1.0
006-18.png,1000,1000,PNG,RGB,mvtec,1.0
022-7.png,1000,1000,PNG,RGB,mvtec,1.0
008-17.png,1000,1000,PNG,RGB,mvtec,1.0
020-9.png,1000,1000,PNG,RGB,mvtec,1.0
021-7.png,1000,1000,PNG,RGB,mvtec,1.0
009-17.png,1000,1000,PNG,RGB,mvtec,1.0
019-9.png,1000,1000,PNG,RGB,mvtec,1.0
018-10.png,1000,1000,PNG,RGB,mvtec,1.0
176-4.png,700,700,PNG,RGB,mvtec,1.0
162-4.png,700,700,PNG,RGB,mvtec,1.0
189-4.png,700,700,PNG,RGB,mvtec,1.0
002-21.png,700,700,PNG,RGB,mvtec,1.0
016-13.png,700,700,PNG,RGB,mvtec,1.0
200-4.png,700,700,PNG,RGB,mvtec,1.0
214-3.png,700,700,PNG,RGB,mvtec,1.0
215-3.png,700,700,PNG,RGB,mvtec,1.0
201-4.png,700,700,PNG,RGB,mvtec,1.0
017-13.png,700,700,PNG,RGB,mvtec,1.0
003-21.png,700,700,PNG,RGB,mvtec,1.0
188-4.png,700,700,PNG,RGB,mvtec,1.0
163-4.png,700,700,PNG,RGB,mvtec,1.0
177-4.png,700,700,PNG,RGB,mvtec,1.0
149-4.png,700,700,PNG,RGB,mvtec,1.0
161-4.png,700,700,PNG,RGB,mvtec,1.0
175-4.png,700,700,PNG,RGB,mvtec,1.0
029-5.png,700,700,PNG,RGB,mvtec,1.0
015-13.png,700,700,PNG,RGB,mvtec,1.0
001-21.png,700,700,PNG,RGB,mvtec,1.0
217-3.png,700,700,PNG,RGB,mvtec,1.0
203-4.png,700,700,PNG,RGB,mvtec,1.0
202-4.png,700,700,PNG,RGB,mvtec,1.0
216-3.png,700,700,PNG,RGB,mvtec,1.0
000-21.png,700,700,PNG,RGB,mvtec,1.0
014-13.png,700,700,PNG,RGB,mvtec,1.0
028-5.png,700,700,PNG,RGB,mvtec,1.0
174-4.png,700,700,PNG,RGB,mvtec,1.0
160-4.png,700,700,PNG,RGB,mvtec,1.0
148-4.png,700,700,PNG,RGB,mvtec,1.0
164-4.png,700,700,PNG,RGB,mvtec,1.0
170-4.png,700,700,PNG,RGB,mvtec,1.0
158-4.png,700,700,PNG,RGB,mvtec,1.0
010-14.png,700,700,PNG,RGB,mvtec,1.0
004-21.png,700,700,PNG,RGB,mvtec,1.0
038-5.png,700,700,PNG,RGB,mvtec,1.0
212-4.png,700,700,PNG,RGB,mvtec,1.0
206-4.png,700,700,PNG,RGB,mvtec,1.0
207-4.png,700,700,PNG,RGB,mvtec,1.0
213-3.png,700,700,PNG,RGB,mvtec,1.0
039-5.png,700,700,PNG,RGB,mvtec,1.0
005-21.png,700,700,PNG,RGB,mvtec,1.0
011-13.png,700,700,PNG,RGB,mvtec,1.0
159-4.png,700,700,PNG,RGB,mvtec,1.0
171-4.png,700,700,PNG,RGB,mvtec,1.0
165-4.png,700,700,PNG,RGB,mvtec,1.0
173-4.png,700,700,PNG,RGB,mvtec,1.0
167-4.png,700,700,PNG,RGB,mvtec,1.0
198-4.png,700,700,PNG,RGB,mvtec,1.0
007-21.png,700,700,PNG,RGB,mvtec,1.0
013-13.png,700,700,PNG,RGB,mvtec,1.0
205-4.png,700,700,PNG,RGB,mvtec,1.0
211-4.png,700,700,PNG,RGB,mvtec,1.0
210-4.png,700,700,PNG,RGB,mvtec,1.0
204-4.png,700,700,PNG,RGB,mvtec,1.0
012-13.png,700,700,PNG,RGB,mvtec,1.0
006-21.png,700,700,PNG,RGB,mvtec,1.0
199-4.png,700,700,PNG,RGB,mvtec,1.0
166-4.png,700,700,PNG,RGB,mvtec,1.0
172-4.png,700,700,PNG,RGB,mvtec,1.0
129-4.png,700,700,PNG,RGB,mvtec,1.0
115-4.png,700,700,PNG,RGB,mvtec,1.0
101-4.png,700,700,PNG,RGB,mvtec,1.0
049-5.png,700,700,PNG,RGB,mvtec,1.0
061-4.png,700,700,PNG,RGB,mvtec,1.0
075-4.png,700,700,PNG,RGB,mvtec,1.0
074-4.png,700,700,PNG,RGB,mvtec,1.0
060-4.png,700,700,PNG,RGB,mvtec,1.0
048-5.png,700,700,PNG,RGB,mvtec,1.0
100-4.png,700,700,PNG,RGB,mvtec,1.0
114-4.png,700,700,PNG,RGB,mvtec,1.0
128-4.png,700,700,PNG,RGB,mvtec,1.0
102-4.png,700,700,PNG,RGB,mvtec,1.0
116-4.png,700,700,PNG,RGB,mvtec,1.0
076-4.png,700,700,PNG,RGB,mvtec,1.0
062-4.png,700,700,PNG,RGB,mvtec,1.0
089-4.png,700,700,PNG,RGB,mvtec,1.0
088-4.png,700,700,PNG,RGB,mvtec,1.0
063-4.png,700,700,PNG,RGB,mvtec,1.0
077-4.png,700,700,PNG,RGB,mvtec,1.0
117-4.png,700,700,PNG,RGB,mvtec,1.0
103-4.png,700,700,PNG,RGB,mvtec,1.0
107-4.png,700,700,PNG,RGB,mvtec,1.0
113-4.png,700,700,PNG,RGB,mvtec,1.0
073-4.png,700,700,PNG,RGB,mvtec,1.0
067-4.png,700,700,PNG,RGB,mvtec,1.0
098-4.png,700,700,PNG,RGB,mvtec,1.0
099-4.png,700,700,PNG,RGB,mvtec,1.0
066-4.png,700,700,PNG,RGB,mvtec,1.0
072-4.png,700,700,PNG,RGB,mvtec,1.0
112-4.png,700,700,PNG,RGB,mvtec,1.0
106-4.png,700,700,PNG,RGB,mvtec,1.0
110-4.png,700,700,PNG,RGB,mvtec,1.0
104-4.png,700,700,PNG,RGB,mvtec,1.0
138-4.png,700,700,PNG,RGB,mvtec,1.0
064-4.png,700,700,PNG,RGB,mvtec,1.0
070-4.png,700,700,PNG,RGB,mvtec,1.0
058-5.png,700,700,PNG,RGB,mvtec,1.0
059-5.png,700,700,PNG,RGB,mvtec,1.0
071-4.png,700,700,PNG,RGB,mvtec,1.0
065-4.png,700,700,PNG,RGB,mvtec,1.0
139-4.png,700,700,PNG,RGB,mvtec,1.0
105-4.png,700,700,PNG,RGB,mvtec,1.0
111-4.png,700,700,PNG,RGB,mvtec,1.0
108-4.png,700,700,PNG,RGB,mvtec,1.0
134-4.png,700,700,PNG,RGB,mvtec,1.0
120-4.png,700,700,PNG,RGB,mvtec,1.0
068-4.png,700,700,PNG,RGB,mvtec,1.0
040-5.png,700,700,PNG,RGB,mvtec,1.0
054-5.png,700,700,PNG,RGB,mvtec,1.0
083-4.png,700,700,PNG,RGB,mvtec,1.0
097-4.png,700,700,PNG,RGB,mvtec,1.0
096-4.png,700,700,PNG,RGB,mvtec,1.0
082-4.png,700,700,PNG,RGB,mvtec,1.0
055-5.png,700,700,PNG,RGB,mvtec,1.0
041-5.png,700,700,PNG,RGB,mvtec,1.0
069-4.png,700,700,PNG,RGB,mvtec,1.0
121-4.png,700,700,PNG,RGB,mvtec,1.0
135-4.png,700,700,PNG,RGB,mvtec,1.0
109-4.png,700,700,PNG,RGB,mvtec,1.0
123-4.png,700,700,PNG,RGB,mvtec,1.0
137-4.png,700,700,PNG,RGB,mvtec,1.0
057-5.png,700,700,PNG,RGB,mvtec,1.0
043-5.png,700,700,PNG,RGB,mvtec,1.0
094-4.png,700,700,PNG,RGB,mvtec,1.0
080-4.png,700,700,PNG,RGB,mvtec,1.0
081-4.png,700,700,PNG,RGB,mvtec,1.0
095-4.png,700,700,PNG,RGB,mvtec,1.0
042-5.png,700,700,PNG,RGB,mvtec,1.0
056-5.png,700,700,PNG,RGB,mvtec,1.0
136-4.png,700,700,PNG,RGB,mvtec,1.0
122-4.png,700,700,PNG,RGB,mvtec,1.0
126-4.png,700,700,PNG,RGB,mvtec,1.0
132-4.png,700,700,PNG,RGB,mvtec,1.0
052-5.png,700,700,PNG,RGB,mvtec,1.0
046-5.png,700,700,PNG,RGB,mvtec,1.0
091-4.png,700,700,PNG,RGB,mvtec,1.0
085-4.png,700,700,PNG,RGB,mvtec,1.0
084-4.png,700,700,PNG,RGB,mvtec,1.0
090-4.png,700,700,PNG,RGB,mvtec,1.0
047-5.png,700,700,PNG,RGB,mvtec,1.0
053-5.png,700,700,PNG,RGB,mvtec,1.0
133-4.png,700,700,PNG,RGB,mvtec,1.0
127-4.png,700,700,PNG,RGB,mvtec,1.0
131-4.png,700,700,PNG,RGB,mvtec,1.0
125-4.png,700,700,PNG,RGB,mvtec,1.0
119-4.png,700,700,PNG,RGB,mvtec,1.0
045-5.png,700,700,PNG,RGB,mvtec,1.0
051-5.png,700,700,PNG,RGB,mvtec,1.0
079-4.png,700,700,PNG,RGB,mvtec,1.0
086-4.png,700,700,PNG,RGB,mvtec,1.0
092-4.png,700,700,PNG,RGB,mvtec,1.0
093-4.png,700,700,PNG,RGB,mvtec,1.0
087-4.png,700,700,PNG,RGB,mvtec,1.0
078-4.png,700,700,PNG,RGB,mvtec,1.0
050-5.png,700,700,PNG,RGB,mvtec,1.0
044-5.png,700,700,PNG,RGB,mvtec,1.0
118-4.png,700,700,PNG,RGB,mvtec,1.0
124-4.png,700,700,PNG,RGB,mvtec,1.0
130-4.png,700,700,PNG,RGB,mvtec,1.0
157-4.png,700,700,PNG,RGB,mvtec,1.0
143-4.png,700,700,PNG,RGB,mvtec,1.0
194-4.png,700,700,PNG,RGB,mvtec,1.0
180-4.png,700,700,PNG,RGB,mvtec,1.0
023-5.png,700,700,PNG,RGB,mvtec,1.0
037-5.png,700,700,PNG,RGB,mvtec,1.0
209-4.png,700,700,PNG,RGB,mvtec,1.0
208-4.png,700,700,PNG,RGB,mvtec,1.0
036-5.png,700,700,PNG,RGB,mvtec,1.0
022-8.png,700,700,PNG,RGB,mvtec,1.0
181-4.png,700,700,PNG,RGB,mvtec,1.0
195-4.png,700,700,PNG,RGB,mvtec,1.0
142-4.png,700,700,PNG,RGB,mvtec,1.0
156-4.png,700,700,PNG,RGB,mvtec,1.0
168-4.png,700,700,PNG,RGB,mvtec,1.0
140-4.png,700,700,PNG,RGB,mvtec,1.0
154-4.png,700,700,PNG,RGB,mvtec,1.0
183-4.png,700,700,PNG,RGB,mvtec,1.0
197-4.png,700,700,PNG,RGB,mvtec,1.0
008-20.png,700,700,PNG,RGB,mvtec,1.0
034-5.png,700,700,PNG,RGB,mvtec,1.0
020-11.png,700,700,PNG,RGB,mvtec,1.0
021-9.png,700,700,PNG,RGB,mvtec,1.0
035-5.png,700,700,PNG,RGB,mvtec,1.0
009-20.png,700,700,PNG,RGB,mvtec,1.0
196-4.png,700,700,PNG,RGB,mvtec,1.0
182-4.png,700,700,PNG,RGB,mvtec,1.0
155-4.png,700,700,PNG,RGB,mvtec,1.0
141-4.png,700,700,PNG,RGB,mvtec,1.0
169-4.png,700,700,PNG,RGB,mvtec,1.0
145-4.png,700,700,PNG,RGB,mvtec,1.0
151-4.png,700,700,PNG,RGB,mvtec,1.0
179-4.png,700,700,PNG,RGB,mvtec,1.0
186-4.png,700,700,PNG,RGB,mvtec,1.0
192-4.png,700,700,PNG,RGB,mvtec,1.0
031-5.png,700,700,PNG,RGB,mvtec,1.0
025-5.png,700,700,PNG,RGB,mvtec,1.0
019-12.png,700,700,PNG,RGB,mvtec,1.0
018-13.png,700,700,PNG,RGB,mvtec,1.0
024-5.png,700,700,PNG,RGB,mvtec,1.0
030-5.png,700,700,PNG,RGB,mvtec,1.0
193-4.png,700,700,PNG,RGB,mvtec,1.0
187-4.png,700,700,PNG,RGB,mvtec,1.0
178-4.png,700,700,PNG,RGB,mvtec,1.0
150-4.png,700,700,PNG,RGB,mvtec,1.0
144-4.png,700,700,PNG,RGB,mvtec,1.0
152-4.png,700,700,PNG,RGB,mvtec,1.0
146-4.png,700,700,PNG,RGB,mvtec,1.0
191-4.png,700,700,PNG,RGB,mvtec,1.0
185-4.png,700,700,PNG,RGB,mvtec,1.0
026-5.png,700,700,PNG,RGB,mvtec,1.0
032-5.png,700,700,PNG,RGB,mvtec,1.0
218-3.png,700,700,PNG,RGB,mvtec,1.0
219-2.png,700,700,PNG,RGB,mvtec,1.0
033-5.png,700,700,PNG,RGB,mvtec,1.0
027-5.png,700,700,PNG,RGB,mvtec,1.0
184-4.png,700,700,PNG,RGB,mvtec,1.0
190-4.png,700,700,PNG,RGB,mvtec,1.0
147-4.png,700,700,PNG,RGB,mvtec,1.0
153-4.png,700,700,PNG,RGB,mvtec,1.0
002-24.png,700,700,PNG,RGB,mvtec,1.0
016-16.png,700,700,PNG,RGB,mvtec,1.0
017-16.png,700,700,PNG,RGB,mvtec,1.0
003-24.png,700,700,PNG,RGB,mvtec,1.0
015-16.png,700,700,PNG,RGB,mvtec,1.0
001-24.png,700,700,PNG,RGB,mvtec,1.0
000-24.png,700,700,PNG,RGB,mvtec,1.0
014-16.png,700,700,PNG,RGB,mvtec,1.0
010-17.png,700,700,PNG,RGB,mvtec,1.0
004-24.png,700,700,PNG,RGB,mvtec,1.0
005-24.png,700,700,PNG,RGB,mvtec,1.0
011-16.png,700,700,PNG,RGB,mvtec,1.0
007-24.png,700,700,PNG,RGB,mvtec,1.0
013-16.png,700,700,PNG,RGB,mvtec,1.0
012-16.png,700,700,PNG,RGB,mvtec,1.0
006-24.png,700,700,PNG,RGB,mvtec,1.0
022-10.png,700,700,PNG,RGB,mvtec,1.0
008-23.png,700,700,PNG,RGB,mvtec,1.0
020-14.png,700,700,PNG,RGB,mvtec,1.0
021-12.png,700,700,PNG,RGB,mvtec,1.0
009-23.png,700,700,PNG,RGB,mvtec,1.0
019-15.png,700,700,PNG,RGB,mvtec,1.0
018-16.png,700,700,PNG,RGB,mvtec,1.0
002-25.png,700,700,PNG,RGB,mvtec,1.0
016-17.png,700,700,PNG,RGB,mvtec,1.0
017-17.png,700,700,PNG,RGB,mvtec,1.0
003-25.png,700,700,PNG,RGB,mvtec,1.0
015-17.png,700,700,PNG,RGB,mvtec,1.0
001-25.png,700,700,PNG,RGB,mvtec,1.0
000-25.png,700,700,PNG,RGB,mvtec,1.0
014-17.png,700,700,PNG,RGB,mvtec,1.0
010-18.png,700,700,PNG,RGB,mvtec,1.0
004-25.png,700,700,PNG,RGB,mvtec,1.0
005-25.png,700,700,PNG,RGB,mvtec,1.0
011-17.png,700,700,PNG,RGB,mvtec,1.0
007-25.png,700,700,PNG,RGB,mvtec,1.0
013-17.png,700,700,PNG,RGB,mvtec,1.0
012-17.png,700,700,PNG,RGB,mvtec,1.0
006-25.png,700,700,PNG,RGB,mvtec,1.0
008-24.png,700,700,PNG,RGB,mvtec,1.0
020-15.png,700,700,PNG,RGB,mvtec,1.0
021-13.png,700,700,PNG,RGB,mvtec,1.0
009-24.png,700,700,PNG,RGB,mvtec,1.0
019-16.png,700,700,PNG,RGB,mvtec,1.0
018-17.png,700,700,PNG,RGB,mvtec,1.0
002-26.png,700,700,PNG,RGB,mvtec,1.0
016-18.png,700,700,PNG,RGB,mvtec,1.0
017-18.png,700,700,PNG,RGB,mvtec,1.0
003-26.png,700,700,PNG,RGB,mvtec,1.0
015-18.png,700,700,PNG,RGB,mvtec,1.0
001-26.png,700,700,PNG,RGB,mvtec,1.0
000-26.png,700,700,PNG,RGB,mvtec,1.0
014-18.png,700,700,PNG,RGB,mvtec,1.0
010-19.png,700,700,PNG,RGB,mvtec,1.0
004-26.png,700,700,PNG,RGB,mvtec,1.0
005-26.png,700,700,PNG,RGB,mvtec,1.0
011-18.png,700,700,PNG,RGB,mvtec,1.0
007-26.png,700,700,PNG,RGB,mvtec,1.0
013-18.png,700,700,PNG,RGB,mvtec,1.0
012-18.png,700,700,PNG,RGB,mvtec,1.0
006-26.png,700,700,PNG,RGB,mvtec,1.0
023-6.png,700,700,PNG,RGB,mvtec,1.0
022-11.png,700,700,PNG,RGB,mvtec,1.0
008-25.png,700,700,PNG,RGB,mvtec,1.0
020-16.png,700,700,PNG,RGB,mvtec,1.0
021-14.png,700,700,PNG,RGB,mvtec,1.0
009-25.png,700,700,PNG,RGB,mvtec,1.0
019-17.png,700,700,PNG,RGB,mvtec,1.0
018-18.png,700,700,PNG,RGB,mvtec,1.0
024-6.png,700,700,PNG,RGB,mvtec,1.0
348.png,1024,1024,PNG,RGB,mvtec,1.0
374.png,1024,1024,PNG,RGB,mvtec,1.0
360.png,1024,1024,PNG,RGB,mvtec,1.0
176-8.png,1024,1024,PNG,RGB,mvtec,1.0
162-8.png,1024,1024,PNG,RGB,mvtec,1.0
189-8.png,1024,1024,PNG,RGB,mvtec,1.0
002-52.png,1024,1024,PNG,RGB,mvtec,1.0
016-38.png,1024,1024,PNG,RGB,mvtec,1.0
228-5.png,1024,1024,PNG,RGB,mvtec,1.0
200-8.png,1024,1024,PNG,RGB,mvtec,1.0
214-7.png,1024,1024,PNG,RGB,mvtec,1.0
215-7.png,1024,1024,PNG,RGB,mvtec,1.0
201-8.png,1024,1024,PNG,RGB,mvtec,1.0
229-5.png,1024,1024,PNG,RGB,mvtec,1.0
017-34.png,1024,1024,PNG,RGB,mvtec,1.0
003-52.png,1024,1024,PNG,RGB,mvtec,1.0
188-8.png,1024,1024,PNG,RGB,mvtec,1.0
163-8.png,1024,1024,PNG,RGB,mvtec,1.0
177-8.png,1024,1024,PNG,RGB,mvtec,1.0
361.png,1024,1024,PNG,RGB,mvtec,1.0
375.png,1024,1024,PNG,RGB,mvtec,1.0
349.png,1024,1024,PNG,RGB,mvtec,1.0
363.png,1024,1024,PNG,RGB,mvtec,1.0
377.png,1024,1024,PNG,RGB,mvtec,1.0
388.png,1024,1024,PNG,RGB,mvtec,1.0
149-8.png,1024,1024,PNG,RGB,mvtec,1.0
161-8.png,1024,1024,PNG,RGB,mvtec,1.0
175-8.png,1024,1024,PNG,RGB,mvtec,1.0
029-11.png,1024,1024,PNG,RGB,mvtec,1.0
015-42.png,1024,1024,PNG,RGB,mvtec,1.0
001-52.png,1024,1024,PNG,RGB,mvtec,1.0
217-7.png,1024,1024,PNG,RGB,mvtec,1.0
203-8.png,1024,1024,PNG,RGB,mvtec,1.0
202-8.png,1024,1024,PNG,RGB,mvtec,1.0
216-7.png,1024,1024,PNG,RGB,mvtec,1.0
000-52.png,1024,1024,PNG,RGB,mvtec,1.0
014-43.png,1024,1024,PNG,RGB,mvtec,1.0
028-11.png,1024,1024,PNG,RGB,mvtec,1.0
174-8.png,1024,1024,PNG,RGB,mvtec,1.0
160-8.png,1024,1024,PNG,RGB,mvtec,1.0
148-8.png,1024,1024,PNG,RGB,mvtec,1.0
389.png,1024,1024,PNG,RGB,mvtec,1.0
376.png,1024,1024,PNG,RGB,mvtec,1.0
362.png,1024,1024,PNG,RGB,mvtec,1.0
366.png,1024,1024,PNG,RGB,mvtec,1.0
372.png,1024,1024,PNG,RGB,mvtec,1.0
164-8.png,1024,1024,PNG,RGB,mvtec,1.0
170-8.png,1024,1024,PNG,RGB,mvtec,1.0
158-8.png,1024,1024,PNG,RGB,mvtec,1.0
010-44.png,1024,1024,PNG,RGB,mvtec,1.0
004-52.png,1024,1024,PNG,RGB,mvtec,1.0
038-9.png,1024,1024,PNG,RGB,mvtec,1.0
212-8.png,1024,1024,PNG,RGB,mvtec,1.0
206-8.png,1024,1024,PNG,RGB,mvtec,1.0
207-8.png,1024,1024,PNG,RGB,mvtec,1.0
213-7.png,1024,1024,PNG,RGB,mvtec,1.0
039-9.png,1024,1024,PNG,RGB,mvtec,1.0
005-52.png,1024,1024,PNG,RGB,mvtec,1.0
011-43.png,1024,1024,PNG,RGB,mvtec,1.0
159-8.png,1024,1024,PNG,RGB,mvtec,1.0
171-8.png,1024,1024,PNG,RGB,mvtec,1.0
165-8.png,1024,1024,PNG,RGB,mvtec,1.0
373.png,1024,1024,PNG,RGB,mvtec,1.0
367.png,1024,1024,PNG,RGB,mvtec,1.0
371.png,1024,1024,PNG,RGB,mvtec,1.0
365.png,1024,1024,PNG,RGB,mvtec,1.0
359.png,1024,1024,PNG,RGB,mvtec,1.0
173-8.png,1024,1024,PNG,RGB,mvtec,1.0
167-8.png,1024,1024,PNG,RGB,mvtec,1.0
198-8.png,1024,1024,PNG,RGB,mvtec,1.0
007-52.png,1024,1024,PNG,RGB,mvtec,1.0
013-43.png,1024,1024,PNG,RGB,mvtec,1.0
205-8.png,1024,1024,PNG,RGB,mvtec,1.0
211-8.png,1024,1024,PNG,RGB,mvtec,1.0
239-4.png,1024,1024,PNG,RGB,mvtec,1.0
238-4.png,1024,1024,PNG,RGB,mvtec,1.0
210-8.png,1024,1024,PNG,RGB,mvtec,1.0
204-8.png,1024,1024,PNG,RGB,mvtec,1.0
012-43.png,1024,1024,PNG,RGB,mvtec,1.0
006-52.png,1024,1024,PNG,RGB,mvtec,1.0
199-8.png,1024,1024,PNG,RGB,mvtec,1.0
166-8.png,1024,1024,PNG,RGB,mvtec,1.0
172-8.png,1024,1024,PNG,RGB,mvtec,1.0
358.png,1024,1024,PNG,RGB,mvtec,1.0
364.png,1024,1024,PNG,RGB,mvtec,1.0
370.png,1024,1024,PNG,RGB,mvtec,1.0
317.png,1024,1024,PNG,RGB,mvtec,1.0
303.png,1024,1024,PNG,RGB,mvtec,1.0
129-8.png,1024,1024,PNG,RGB,mvtec,1.0
115-8.png,1024,1024,PNG,RGB,mvtec,1.0
101-8.png,1024,1024,PNG,RGB,mvtec,1.0
049-9.png,1024,1024,PNG,RGB,mvtec,1.0
061-8.png,1024,1024,PNG,RGB,mvtec,1.0
075-8.png,1024,1024,PNG,RGB,mvtec,1.0
263-2.png,1024,1024,PNG,RGB,mvtec,1.0
277.png,1024,1024,PNG,RGB,mvtec,1.0
288.png,1024,1024,PNG,RGB,mvtec,1.0
289.png,1024,1024,PNG,RGB,mvtec,1.0
276.png,1024,1024,PNG,RGB,mvtec,1.0
262-2.png,1024,1024,PNG,RGB,mvtec,1.0
074-8.png,1024,1024,PNG,RGB,mvtec,1.0
060-8.png,1024,1024,PNG,RGB,mvtec,1.0
048-9.png,1024,1024,PNG,RGB,mvtec,1.0
100-8.png,1024,1024,PNG,RGB,mvtec,1.0
114-8.png,1024,1024,PNG,RGB,mvtec,1.0
128-8.png,1024,1024,PNG,RGB,mvtec,1.0
302.png,1024,1024,PNG,RGB,mvtec,1.0
316.png,1024,1024,PNG,RGB,mvtec,1.0
328.png,1024,1024,PNG,RGB,mvtec,1.0
300.png,1024,1024,PNG,RGB,mvtec,1.0
314.png,1024,1024,PNG,RGB,mvtec,1.0
102-8.png,1024,1024,PNG,RGB,mvtec,1.0
116-8.png,1024,1024,PNG,RGB,mvtec,1.0
076-8.png,1024,1024,PNG,RGB,mvtec,1.0
062-8.png,1024,1024,PNG,RGB,mvtec,1.0
089-8.png,1024,1024,PNG,RGB,mvtec,1.0
248-2.png,1024,1024,PNG,RGB,mvtec,1.0
274.png,1024,1024,PNG,RGB,mvtec,1.0
260-2.png,1024,1024,PNG,RGB,mvtec,1.0
261-2.png,1024,1024,PNG,RGB,mvtec,1.0
275.png,1024,1024,PNG,RGB,mvtec,1.0
249-2.png,1024,1024,PNG,RGB,mvtec,1.0
088-8.png,1024,1024,PNG,RGB,mvtec,1.0
063-8.png,1024,1024,PNG,RGB,mvtec,1.0
077-8.png,1024,1024,PNG,RGB,mvtec,1.0
117-8.png,1024,1024,PNG,RGB,mvtec,1.0
103-8.png,1024,1024,PNG,RGB,mvtec,1.0
315.png,1024,1024,PNG,RGB,mvtec,1.0
301.png,1024,1024,PNG,RGB,mvtec,1.0
329.png,1024,1024,PNG,RGB,mvtec,1.0
305.png,1024,1024,PNG,RGB,mvtec,1.0
311.png,1024,1024,PNG,RGB,mvtec,1.0
339.png,1024,1024,PNG,RGB,mvtec,1.0
107-8.png,1024,1024,PNG,RGB,mvtec,1.0
113-8.png,1024,1024,PNG,RGB,mvtec,1.0
073-8.png,1024,1024,PNG,RGB,mvtec,1.0
067-8.png,1024,1024,PNG,RGB,mvtec,1.0
098-8.png,1024,1024,PNG,RGB,mvtec,1.0
271.png,1024,1024,PNG,RGB,mvtec,1.0
